1.354819,0.818895,1.297617,0.833743,1.307919,1.004679,0.780110,0.172461,0.117177,0.125213,0.479375,0.045483,
1.369951,0.860149,1.210951,0.503888,1.235240,0.508628,0.840854,0.244482,0.769943,0.285409,0.325317,0.068286,
1.149807,0.881578,0.814624,-0.185090,2.214573,0.442365,1.046812,0.198996,0.664355,0.395540,0.240491,0.097929,
1.065124,0.836233,1.339124,0.270926,1.427430,0.722817,1.703273,0.098582,0.241000,0.321416,0.194314,0.093611,
1.283844,0.979854,1.391537,0.729557,0.945644,-0.290478,1.891943,0.352632,0.711421,0.238926,0.132582,0.137024,
1.244535,1.083578,1.470477,0.591030,1.842126,-0.295001,1.073469,0.364242,0.535129,0.163228,0.260361,0.136060,
1.468208,1.151891,1.810757,0.523684,1.671166,0.607314,1.157615,0.335902,0.162621,-0.123075,0.207801,0.137342,
1.474978,1.027372,1.325418,0.630229,1.436849,0.543969,1.112314,0.743818,0.583062,-0.209067,0.424348,0.090979,
1.327931,1.281355,1.371335,0.806733,1.004515,1.122662,1.217108,0.684463,0.275769,0.101649,0.487789,0.050301,
1.398573,1.469036,1.906915,1.373175,0.732283,0.380461,1.287802,0.001016,0.583407,0.130735,0.204856,0.089485,
1.741509,0.921522,1.821446,1.241793,1.284278,0.661024,0.587999,-0.472587,0.619777,-0.131478,0.220742,0.082967,
1.728564,1.067869,1.427497,0.876630,1.380988,0.690487,0.988276,-0.289867,0.321619,-0.003797,0.202836,0.100300,
1.357682,1.228058,1.313703,0.956457,1.239741,-0.199384,1.543382,-0.006565,0.496330,0.443561,0.347170,0.081253,
1.100322,1.078282,1.544378,1.021710,1.621182,0.339651,0.731129,-0.039358,0.362008,0.148798,0.423432,0.089159,
1.323915,1.058956,2.225348,0.872469,1.607581,0.782699,0.994581,-0.097779,0.004641,0.043177,0.300864,0.100393,
1.693807,1.236345,1.892908,1.106223,1.676888,0.465380,1.006837,-0.503759,-0.073271,0.217885,0.319740,0.074888,
1.700869,1.399274,1.454953,1.061811,1.414483,0.403316,0.568979,-0.262146,-0.311172,-0.019196,0.252738,0.026762,
1.441603,1.143468,1.500688,1.247675,1.567258,0.430888,0.036017,-0.548168,-0.373302,-0.105286,-0.027337,0.041201,
1.623245,1.518517,1.267541,1.098262,1.083005,-0.517873,0.748976,-0.661411,0.361069,-0.007993,0.148325,0.035225,
1.326549,1.300237,1.269438,0.926074,1.163722,-0.730350,0.798316,-0.214322,0.683259,-0.144315,0.242983,0.062614,
1.176061,1.134679,1.479748,1.024728,1.694313,-0.114100,0.736557,0.127496,0.166881,-0.394593,0.237536,0.144912,
1.367304,1.067166,1.624476,0.773273,1.111525,0.089929,1.473649,0.085798,-0.017133,-0.226248,0.224564,0.126271,
1.366145,1.147404,1.393133,0.862237,0.957733,0.240530,1.368715,0.088212,0.109904,-0.302950,0.061595,0.074590,
1.825608,2.194232,2.258458,1.278645,2.020984,0.143559,0.717079,0.534815,0.063094,-0.492599,0.051657,0.033486,
2.439052,2.481388,2.720235,1.175793,1.559206,-0.199007,0.216276,-0.023709,-0.273525,-0.088223,0.102305,0.011089,
2.494906,2.639680,2.426377,1.851364,1.414969,0.235236,0.975129,0.440063,0.300398,-0.072156,0.129191,0.036022,
3.026487,2.953840,3.072980,1.935054,2.261213,0.583602,0.724227,-0.068914,0.844124,0.142678,0.302775,0.075862,
3.946113,3.121306,2.022633,0.034123,0.660849,0.092718,0.605096,0.275963,0.929817,0.214369,0.137971,0.054054,
4.202391,3.481841,2.490606,-0.088775,0.279399,-0.091969,0.939541,0.464799,0.594613,0.062244,-0.471439,-0.124112,
4.460697,3.579068,2.378014,0.837470,0.320430,1.154907,0.764895,0.123185,-0.267610,-0.731187,-0.296719,-0.100338,
4.185893,3.589736,2.438536,1.070392,0.633015,0.879613,0.858893,0.020432,-0.240432,-0.547746,-0.360987,-0.118820,
4.572254,3.622853,2.433232,0.690324,0.491489,0.805657,0.700280,0.105148,-0.283306,-0.656073,-0.353330,-0.127881,
4.008953,3.297966,2.191006,1.158528,0.639237,0.907201,0.586761,-0.017831,-0.344582,-0.605741,-0.327733,-0.100008,
4.692437,3.817403,2.320851,0.540970,0.899296,0.495835,0.292110,-0.089754,-0.545457,-0.442336,-0.188663,-0.047026,
4.248413,3.552898,2.345634,0.770692,0.551590,0.273482,0.434090,-0.231827,-0.620357,-0.487895,-0.111552,-0.025714,
3.763677,3.140858,2.204796,0.983979,0.656057,-0.025114,-0.197225,-0.759966,-0.657679,-0.212671,-0.011532,0.016804,
4.884601,4.200450,2.223848,0.560173,0.145684,-0.270326,-0.226001,-0.754101,-0.619784,-0.060140,-0.164990,-0.002258,
3.723250,3.118776,2.216818,1.258922,0.457545,-0.225387,-0.659042,-0.638298,-0.416260,-0.291209,-0.141489,-0.013743,
4.813176,4.259230,2.361079,0.496449,0.505926,-0.611384,-0.957394,-1.166496,-0.371670,0.003016,-0.156624,-0.004018,
5.009252,3.742516,2.202766,1.038150,-0.012193,-0.643141,-0.973128,-0.974388,-0.567468,0.169638,-0.149239,-0.015893,
3.809629,3.280730,2.215191,1.041923,0.210855,-0.423328,-0.567479,-0.785096,-0.523657,-0.344081,-0.187021,-0.033491,
4.379300,3.841390,2.421001,0.990541,-0.065856,-0.848503,-0.816932,-0.687236,-0.040703,-0.053937,-0.294081,-0.054355,
3.605965,3.043686,2.080365,1.236963,0.228148,-0.348165,-0.394411,-0.504999,-0.225745,-0.324080,-0.388642,-0.067908,
4.122461,3.659499,2.354989,0.804021,0.204785,-0.496645,-0.103134,0.091879,-0.150878,-0.222501,-0.324092,-0.082193,
3.811251,3.441852,2.371564,1.035705,0.625731,-0.035717,-0.286361,-0.267481,0.008499,-0.209766,-0.305016,-0.056820,
3.630169,3.505023,2.358414,1.828225,1.459165,0.654873,0.577535,0.242547,0.093188,-0.095803,-0.181064,-0.034256,
3.671770,3.409960,3.251472,2.307607,1.772440,1.354523,1.428965,0.263058,0.414809,-0.194836,0.111342,0.005449,
3.173108,2.709653,2.593961,1.956990,1.984538,1.297809,0.931990,0.630291,0.400574,0.253368,0.087134,0.035908,
3.534058,3.534474,3.297594,1.678109,2.111931,0.806316,1.522032,0.738483,0.259638,-0.037657,0.219632,0.031437,
3.586252,3.418293,3.805226,1.817124,2.186463,0.923618,1.075779,0.909762,0.129457,-0.027124,0.387766,0.045400,
2.924645,2.661939,2.524170,2.038851,1.897111,1.128063,1.026583,0.898647,0.489317,0.261394,0.271368,0.054564,
3.225428,2.613000,3.173075,2.266422,1.838964,1.200650,0.756763,0.624756,0.445761,0.079294,0.157945,0.037714,
3.159570,2.878504,2.801476,2.204831,1.827017,1.121949,0.912787,0.571084,0.044431,0.331541,0.153846,0.032710,
3.061935,2.613438,2.568567,2.116116,2.055244,1.176927,1.081875,0.500581,0.526020,0.226184,0.105297,0.039820,
3.381809,3.196722,3.419938,2.328211,2.383162,1.473896,0.785095,0.413906,0.187935,0.265242,0.193929,0.031368,
3.261092,2.993221,3.074755,2.634815,2.124704,1.589265,0.997503,0.519197,0.500747,0.012379,0.174081,0.029217,
3.391227,3.242666,3.458107,2.770334,2.014670,1.518863,0.800649,0.274727,0.314101,0.014993,0.258499,0.029272,
3.543412,3.507484,4.162858,2.986615,2.654681,0.921570,1.349635,0.025317,0.375810,-0.284875,0.338148,0.029080,
3.333221,3.140183,2.989399,2.065120,2.525514,1.366311,1.155894,0.717706,0.611285,0.087388,0.193576,0.045876,
3.412615,3.460823,3.215567,2.330469,2.370832,1.588879,1.515949,0.442624,0.580610,-0.017587,0.243457,0.039965,
1.394544,0.671311,1.295762,0.961194,1.522480,-0.117298,1.517244,0.744397,0.297836,0.366904,-0.000725,0.073587,
1.314422,0.917719,1.674836,0.210455,0.940582,0.015187,1.030038,0.695202,0.483007,0.000429,0.116054,0.065696,
1.376260,1.294609,1.418431,0.532134,1.201791,0.226594,0.290821,-0.062560,0.788825,0.129784,0.337904,0.068033,
1.512705,1.218847,0.808253,1.158960,1.591506,0.349198,0.661612,-0.506129,0.712850,0.013544,0.162278,0.088787,
1.479008,0.986547,1.076067,0.518817,1.378915,0.119310,0.887290,-0.143315,0.477319,-0.069229,0.349115,0.090080,
1.500323,1.036883,1.514590,0.009755,2.044324,-0.154495,0.677155,-0.376403,0.227788,0.085130,0.396444,0.120666,
1.502255,0.612099,1.426675,-0.122250,1.856093,-0.024143,0.251717,-0.064408,0.801096,-0.106565,0.321746,0.112406,
1.225692,0.312341,0.726132,-0.193518,1.047197,0.466800,0.541477,0.519773,0.585302,-0.406411,0.445801,0.049209,
1.102885,0.559604,0.693835,0.204088,0.927153,0.086817,0.802574,-0.011461,-0.031429,-0.168538,0.422129,0.099196,
1.100673,0.654579,0.833235,0.315111,1.032150,-0.143877,0.859921,-0.205920,0.467688,0.390012,0.267255,0.098396,
1.053133,0.569291,0.725203,0.109403,1.402118,0.407703,0.840382,0.268351,0.672819,0.033972,0.219792,-0.011296,
1.079405,0.230066,1.014358,0.079514,1.495812,0.459449,0.973426,-0.033653,0.629326,-0.157259,0.119787,0.066206,
1.407427,0.512138,1.221051,0.050011,0.918349,0.084184,0.784486,-0.155332,0.501542,0.059685,0.037700,0.126626,
1.563957,0.685621,1.302873,0.656202,1.042457,-0.453268,0.363733,0.210512,0.677522,0.106148,-0.019720,0.098269,
1.511193,0.465693,1.534481,0.852131,1.326349,-0.645773,0.667736,-0.112095,0.559944,-0.214083,0.042963,0.110501,
1.329268,0.360057,1.181492,0.635727,1.292171,0.046436,0.313518,-0.078049,0.198899,-0.193867,0.233233,0.064290,
1.247096,0.559134,1.064663,0.424383,1.279584,-0.003876,0.467087,0.071126,0.336114,-0.015649,0.116596,0.079449,
1.354640,0.801567,1.409569,0.607103,1.136281,-0.117431,0.736787,0.289350,0.349044,-0.073244,0.163765,0.132559,
1.504540,0.917753,1.774983,1.196668,0.706504,0.352668,0.894226,0.097574,0.377081,-0.104210,0.167680,0.114293,
1.292828,0.666350,2.054918,1.861284,0.667561,0.299341,0.942619,-0.398076,0.621794,-0.183069,0.017049,0.144023,
1.145887,0.511623,1.395358,0.639510,0.602553,0.073151,0.765775,0.028333,0.345954,0.176489,0.296665,0.110959,
1.928334,1.635842,1.806186,1.153058,1.354292,-0.161271,1.220236,0.004075,-0.324879,-0.103429,0.198053,0.032305,
3.098178,2.842360,2.596890,0.337047,-0.200312,-2.169281,-0.613118,-0.905693,-0.645107,-0.188969,0.224596,0.049290,
3.072855,2.788787,2.098065,-0.744663,-0.667551,-2.021132,-1.621475,-1.066965,-0.366777,-0.020852,0.028410,0.037974,
3.464220,2.430386,1.633334,-0.752756,-0.960470,-1.661733,-0.852203,-0.367300,0.081387,0.140936,-0.269792,-0.063564,
3.883490,2.791110,2.099290,-0.500588,-0.628672,-1.723769,0.131078,-0.077856,0.197147,-0.207715,-0.155926,-0.049236,
3.118643,2.962986,2.078658,0.740902,1.299672,0.379539,1.154109,0.588173,0.133988,-0.226366,0.226555,0.002001,
5.109151,3.928902,1.524244,-0.497238,-0.290530,-0.197551,0.320017,-0.374990,-0.519889,-0.187003,-0.369835,-0.124308,
4.880331,3.741982,1.498953,-0.220345,-0.407844,-0.217868,0.110619,-0.566087,-0.664483,-0.521298,-0.396288,-0.140381,
4.300570,3.433705,1.886327,0.365290,-0.121964,-0.348595,-0.228384,-0.606970,-0.663089,-0.549241,-0.391564,-0.146851,
5.000054,3.810002,2.046639,0.337779,-0.428939,-0.415040,-0.567638,-0.865139,-0.874886,-0.660309,-0.368641,-0.125037,
4.193555,3.126342,1.748488,0.429901,-0.143118,-0.513565,-0.697552,-0.742211,-0.785101,-0.676352,-0.324586,-0.110100,
6.087711,4.304377,1.995224,-0.539589,0.088287,-0.718662,-0.112725,-1.381263,-0.821332,-0.341465,-0.255409,-0.028310,
